0	0
1	1
2	2
3	3
4	4
5	5
6	6
7	6
8	7
9	8
10	9
11	10
12	11
13	12
14	6
15	7
16	6
17	6
18	13
19	6
20	14
21	6
22	6
23	6
24	6
25	6
26	6
27	6
28	6
29	6
30	6
31	15
32	6
33	6
34	16
35	6
36	6
37	6
38	17
39	18
40	19
41	6
42	6
43	1
44	6
45	4
46	6
47	20
48	21
49	6
50	22
51	6
52	23
53	24
54	25
55	6
56	26
57	27
58	28
59	29
60	30
61	31
62	32
63	0
64	6
65	33
66	34
67	35
68	36
69	37
70	38
71	39
72	40
73	41
74	6
75	6
76	6
77	6
78	6
79	6
80	7
81	42
82	43
83	6
84	6
85	6
86	44
87	44
88	45
89	6
90	46
91	47
92	6
93	6
94	6
95	48
96	49
97	50
98	51
99	52
100	53
101	54
102	55
103	56
104	57
105	6
106	58
107	59
108	60
109	61
110	62
111	63
112	64
113	65
114	66
115	67
116	68
117	6
118	69
119	6
120	7
121	6
122	6
123	70
124	71
125	72
126	73
127	74
128	23
129	75
130	70
131	76
132	77
133	78
134	4
135	79
136	4
137	80
138	70
139	70
140	81
141	82
142	83
143	83
144	83
145	83
146	84
147	85
148	83
149	83
150	83
151	86
152	83
153	87
154	83
155	88
156	89
157	90
158	91
159	83
160	83
161	92
162	93
163	94
164	83
165	83
166	83
167	82
168	83
169	83
170	83
171	95
172	83
173	83
174	96
175	83
176	97
177	83
178	83
179	98
180	83
181	99
182	83
183	83
184	83
185	100
186	101
187	83
188	83
189	102
190	83
191	103
192	104
193	105
194	97
195	83
196	83
197	5
198	83
199	83
200	106
201	83
202	83
203	107
204	83
205	83
206	83
207	83
208	83
209	83
210	108
211	109
212	83
213	110
214	83
215	83
216	81
217	111
218	112
219	113
220	83
221	114
222	86
223	115
224	70
225	116
226	117
227	83
228	118
229	83
230	119
231	120
232	121
233	122
234	83
235	123
236	83
237	83
238	124
239	83
240	83
241	125
242	126
243	83
244	127
245	28
246	83
247	83
248	128
249	83
250	83
251	129
252	83
253	95
254	130
255	131
256	83
257	83
258	132
259	83
260	83
261	19
262	133
263	134
264	83
265	135
266	136
267	137
268	70
269	70
270	70
271	138
272	139
273	70
274	70
275	140
276	70
277	141
278	4
279	70
280	70
281	70
282	70
283	70
284	70
285	70
286	70
287	70
288	70
289	70
290	70
291	70
292	70
293	70
294	70
295	70
296	70
297	70
298	70
299	70
300	70
301	70
302	70
303	70
304	70
305	70
306	70
307	70
308	70
309	70
310	70
311	70
312	70
313	70
314	70
315	70
316	70
317	70
318	70
319	70
320	70
321	70
322	70
323	70
324	70
325	70
326	70
327	70
328	70
329	70
330	70
331	70
332	70
333	70
334	70
335	70
336	70
337	70
338	70
339	70
340	70
341	70
342	70
343	70
344	70
345	70
346	70
347	70
348	70
349	70
350	70
351	70
352	70
353	70
354	70
355	70
356	70
357	70
358	70
359	70
360	70
361	70
362	70
363	70
364	70
365	70
366	70
367	70
368	70
369	70
370	70
371	70
372	70
373	70
374	70
375	70
376	70
377	70
378	70
379	70
380	70
381	70
382	70
383	70
384	70
385	70
386	70
387	70
388	70
389	70
390	70
391	70
392	70
393	70
394	70
395	70
396	70
397	70
398	70
399	70
400	70
401	70
402	70
403	70
404	70
405	70
406	70
407	70
408	70
409	70
410	70
411	70
412	70
413	70
414	70
415	70
416	70
417	70
418	70
419	70
420	70
421	70
422	70
423	70
424	70
425	70
426	70
427	70
428	70
429	70
430	70
431	70
432	70
433	70
434	70
435	70
436	70
437	70
438	70
439	70
440	70
441	70
442	70
443	70
444	70
445	70
446	70
447	70
448	70
449	70
450	70
451	70
452	70
453	70
454	70
455	70
456	70
457	70
458	70
459	70
460	70
461	70
462	70
463	70
464	70
465	70
466	70
467	70
468	70
469	70
470	70
471	70
472	70
473	70
474	70
475	70
476	70
477	70
478	70
479	70
480	70
481	70
482	70
483	70
484	70
485	70
486	70
487	70
488	70
489	70
490	70
491	70
492	70
493	70
494	70
495	70
496	70
497	70
498	70
499	70
500	70
501	70
502	70
503	70
504	70
505	70
506	70
507	70
508	70
509	70
510	70
511	70
512	70
513	70
514	70
515	70
516	70
517	70
518	70
519	70
520	70
521	70
522	70
523	70
524	70
525	70
526	70
527	70
528	70
529	70
530	70
531	70
532	70
533	70
534	70
535	70
536	70
537	70
538	70
539	70
540	70
541	70
542	70
543	70
544	70
545	70
546	70
547	70
548	70
549	70
550	70
551	70
552	70
553	70
554	70
555	70
556	70
557	70
558	70
559	70
560	70
561	70
562	70
563	70
564	70
565	70
566	70
567	70
568	70
569	70
570	70
571	70
572	70
573	70
574	70
575	70
576	70
577	70
578	70
579	70
580	70
581	70
582	70
583	70
584	70
585	70
586	70
587	70
588	70
589	70
590	70
591	70
592	70
593	70
594	70
595	70
596	70
597	70
598	70
599	70
600	70
601	70
602	70
603	70
604	70
605	70
606	70
607	70
608	70
609	70
610	70
611	70
612	70
613	70
614	70
615	70
616	70
617	70
618	70
619	70
620	70
621	70
622	70
623	70
624	70
625	70
626	70
627	70
628	70
629	70
630	70
631	70
632	70
633	70
634	70
635	70
636	70
637	70
638	70
639	70
640	70
641	70
642	70
643	70
644	70
645	70
646	70
647	70
648	70
649	70
650	70
651	70
652	70
653	70
654	70
655	70
656	70
657	70
658	70
659	70
660	70
661	70
662	70
663	70
664	70
665	70
666	70
667	70
668	70
669	70
670	70
671	70
672	70
673	70
674	70
675	70
676	70
677	70
678	70
679	70
680	70
681	70
682	70
683	70
684	70
685	70
686	70
687	70
688	70
689	70
690	70
691	70
692	70
693	70
694	70
695	70
696	70
697	70
698	70
699	70
700	70
701	70
702	70
703	70
704	70
705	70
706	70
707	70
708	70
709	70
710	70
711	70
712	70
713	70
714	70
715	70
716	70
717	70
718	70
719	70
720	70
721	70
722	70
723	70
724	70
725	70
726	70
727	70
728	70
729	70
730	70
731	70
732	70
733	70
734	70
735	70
736	70
737	70
738	70
739	70
740	70
741	70
742	70
743	70
744	70
745	70
746	70
747	70
748	70
749	70
750	70
751	70
752	70
753	70
754	70
755	70
756	70
757	70
758	70
759	70
760	70
761	70
762	70
763	70
764	70
765	70
766	70
767	70
768	70
769	70
770	70
771	70
772	70
773	70
774	70
775	70
776	70
777	70
778	70
779	70
780	70
781	70
782	70
783	70
784	70
785	70
786	70
787	70
788	70
789	70
790	70
791	70
792	70
793	70
794	70
795	70
796	70
797	70
798	70
799	70
800	70
801	70
802	70
803	70
804	70
805	70
806	70
807	70
808	70
809	70
810	70
811	70
812	70
813	70
814	70
815	70
816	70
817	70
818	70
819	70
820	70
821	70
822	70
823	70
824	70
825	70
826	70
827	70
828	70
829	70
830	70
831	70
832	70
833	70
834	70
835	70
836	70
837	70
838	70
839	70
840	70
841	70
842	70
843	70
844	70
845	70
846	70
847	70
848	70
849	70
850	70
851	70
852	70
853	70
854	70
855	70
856	70
857	70
858	70
859	70
860	70
861	70
862	70
863	70
864	70
865	70
866	70
867	70
868	70
869	70
870	70
871	70
872	70
873	70
874	70
875	70
876	70
877	70
878	70
879	70
880	70
881	70
882	70
883	70
884	70
885	70
886	70
887	70
888	70
889	70
890	70
891	70
892	70
893	70
894	70
895	70
896	70
897	70
898	70
899	70
900	70
901	70
902	70
903	70
904	70
905	70
906	70
907	70
908	70
909	70
910	70
911	70
912	70
913	70
914	70
915	70
916	70
917	70
918	70
919	70
920	70
921	70
922	70
923	70
924	70
925	70
926	70
927	70
928	70
929	70
930	70
931	70
932	70
933	70
934	70
935	70
936	70
937	70
938	70
939	70
940	70
941	70
942	70
943	70
944	70
945	70
946	70
947	70
948	70
949	70
950	70
951	70
952	70
953	70
954	70
955	70
956	70
957	70
958	70
959	70
960	70
961	70
962	70
963	70
964	70
965	70
966	70
967	70
968	70
969	70
970	70
971	70
972	70
973	70
974	70
975	70
976	70
977	70
978	70
979	70
980	70
981	70
982	70
983	70
984	70
985	70
986	70
987	70
988	70
989	70
990	70
991	70
992	70
993	70
994	70
995	70
996	70
997	70
998	70
999	70
1000	70
1001	70
1002	70
1003	70
1004	70
1005	70
1006	70
1007	70
1008	70
1009	70
1010	70
1011	70
1012	70
1013	70
1014	70
1015	70
1016	70
1017	70
1018	70
1019	70
1020	70
1021	70
1022	70
1023	70
1024	70
1025	70
1026	70
1027	70
1028	70
1029	70
1030	70
1031	70
1032	70
1033	70
1034	70
1035	70
1036	70
1037	70
1038	70
1039	70
1040	70
1041	70
1042	70
1043	70
1044	70
1045	70
1046	70
1047	70
1048	70
1049	70
1050	70
1051	70
1052	70
1053	70
1054	70
1055	70
1056	70
1057	70
1058	70
1059	70
1060	70
1061	70
